"gene" "TF" "p_value" "FDR" "rho"
"334" "CTSB" "HSF4" 0.465529122224014 0.792171103011029 -0.087368962634253
"335" "CTSB" "CTCF" 0.969419992018901 0.991964642996085 0.00459836645443437
"336" "CTSB" "MAZ" 0.0213459331279095 0.240472031090849 0.270917743906361
"337" "CTSB" "MEIS3" 0.609040724027049 0.882312148123757 -0.0612901151199434
"338" "CTSB" "DBP" 0.0399464363865698 0.349300584647598 -0.242716573413081
"339" "CTSB" "KLF1" 0.2587628937303 0.581744315831623 0.134842662557324
"340" "CTSB" "ERF" 0.786519444934093 0.960938321541752 0.032477972859991
"341" "CTSB" "ZNF574" 0.871778581939561 0.982274345291084 -0.0193581580809055
"342" "CTSB" "SP4" 0.0570779958969164 0.351950146834961 -0.225287799858512
"343" "CTSB" "HOXA6" 0.137880811695659 0.47716056182318 -0.176572294842091
"344" "CTSB" "EBF3" 0.0586234466613976 0.351950146834961 -0.223937230690077
"345" "CTSB" "HOXB6" 0.245182815558033 0.574212663126697 0.138722747443566
"346" "CTSB" "HLF" 0.0056240428056991 0.157473198559575 -0.323171908161297
"347" "CTSB" "PHOX2B" 0.715098447857395 0.936912877352643 0.0437630057122623
"348" "CTSB" "ELF2" 0.000255824174637212 0.0249039861932136 -0.418290565309666
"349" "CTSB" "KLF3" 0.251648130134499 0.577215209050638 -0.136857675734774
"350" "CTSB" "MYF6" 0.757620072547257 0.957314214896099 0.0370049305707926
"351" "CTSB" "MYF5" 0.847706888185167 0.974230304332206 0.0230328404582107
"352" "CTSB" "ELK3" 0.11229873070582 0.421804988504787 -0.188758119493215
"353" "CTSB" "PPARD" 0.196699225882038 0.545796050195204 0.153932728792848
"354" "CTSB" "BACH2" 0.410277319738674 0.734682642322741 -0.0985272364782301
"355" "CTSB" "TBX18" 0.690190990229055 0.916282618917374 0.0477844234355907
"356" "CTSB" "NR3C1" 0.376441744379077 0.720149424029538 -0.105794584860763
"357" "CTSB" "FOXP1" 0.43051555515644 0.762062017173469 -0.0943469033378352
"358" "CTSB" "MEF2D" 0.246843842087524 0.574212663126697 -0.138240401311982
"359" "CTSB" "ZNF684" 0.493835231866455 0.809049209653554 -0.0819345295517397
"360" "CTSB" "IRF6" 0.685644740699421 0.916282618917374 -0.0485240208373529
"361" "CTSB" "KLF7" 0.685249937514435 0.916282618917374 0.0485883336548974
"362" "CTSB" "MYB" 0.0185525490466967 0.23218563518591 -0.27686667952923
"363" "CTSB" "TGIF2" 0.397650628961617 0.733391579162742 0.101196218406328
"364" "CTSB" "KLF12" 0.203210905295311 0.548326903695904 -0.151746092996334
"365" "CTSB" "KLF9" 0.15124129729147 0.490340205955502 -0.170879156215834
"366" "CTSB" "ESRRB" 0.548010130116057 0.856787411552007 -0.0719660428323365
"367" "CTSB" "ZNF410" 0.0709797774967479 0.351950146834961 -0.21406521319699
"368" "CTSB" "HOXB3" 0.995508176596937 0.995508176596937 0.000675284584217635
"369" "CTSB" "MSX2" 0.0843423989868547 0.354288806219022 -0.204836323879349
"370" "CTSB" "ELF1" 0.240681879497394 0.571006583379443 -0.140041160203229
"371" "CTSB" "EGR1" 0.0905941056276815 0.362376422510726 -0.200913242009132
"372" "CTSB" "NR2C1" 0.800377699065029 0.960938321541752 -0.030323493472249
"373" "CTSB" "NFYB" 0.899091162034647 0.982274345291084 0.0152099813492829
"374" "CTSB" "ZNF549" 0.0877834031277527 0.355753791622998 -0.202649688082835
"375" "CTSB" "MYOG" 0.349877753312243 0.686384382294081 0.11178089622542
"376" "CTSB" "HOXA7" 0.933979569322298 0.982274345291084 -0.00993633031063091
"377" "CTSB" "TWIST1" 0.308708310045337 0.634650785521074 0.121647694385491
"378" "CTSB" "NR4A1" 0.592391841737175 0.877195611803124 -0.0641520355006753
"379" "CTSB" "HOXC11" 0.944003916253769 0.982274345291084 0.0084249790983343
"380" "CTSB" "NFE2" 0.772521704448229 0.960938321541752 -0.0346646086565052
"381" "CTSB" "BATF3" 0.148834771410491 0.487671378664162 0.171876004887774
"382" "CTSB" "CTCFL" 0.942829892319555 0.982274345291084 -0.00860191223126567
"383" "CTSB" "SNAI1" 0.000404285490149572 0.0249039861932136 0.405878191523571
"384" "CTSB" "SPDEF" 0.206817857971773 0.548326903695904 -0.15055630587176
"385" "CTSB" "SOX4" 0.701504729014958 0.923348104857296 -0.0459515081355714
"386" "CTSB" "RREB1" 0.308193213901898 0.634650785521074 -0.12177632002058
"387" "CTSB" "GCM2" 0.373202043681842 0.71887357985392 -0.106510564068248
"388" "CTSB" "SOX9" 0.60284377835748 0.882312148123757 -0.0623512766094283
"389" "CTSB" "FOXA2" 0.918168102104183 0.982274345291084 0.0123234285152002
"390" "CTSB" "NKX2-4" 0.874668746129858 0.982274345291084 0.0189182175169465
"391" "CTSB" "PLAGL2" 0.690982765543618 0.916282618917374 -0.0476557978005017
"392" "CTSB" "THRA" 0.019436847267779 0.23218563518591 -0.274905138594122
"393" "CTSB" "NR1D1" 0.156221154572479 0.490980771513505 -0.168853302463181
"394" "CTSB" "ZNF384" 0.588678821681838 0.877195611803124 -0.0647951636761207
"395" "CTSB" "ELK1" 0.460926097852379 0.792171103011029 0.0882693420798765
"396" "CTSB" "KLF2" 0.119575945816045 0.438284160610348 -0.185092288893176
"397" "CTSB" "ATF4" 0.288661825638181 0.630552073025245 0.126760563380282
"398" "CTSB" "FOXP2" 0.464046859424278 0.792171103011029 -0.0876583703132034
"399" "CTSB" "HOXD9" 0.503409599959024 0.811780925588374 -0.0801337706604927
"400" "CTSB" "MYOD1" 0.152861701505694 0.490431292330768 0.170214583739523
"401" "CTSB" "SOX15" 0.0511910537506953 0.351950146834961 -0.230722232941025
"402" "CTSB" "FOXA1" 0.070503569935491 0.351950146834961 -0.214418933693485
"403" "CTSB" "NRL" 0.979681890456801 0.995508176596937 0.00305485883336549
"404" "CTSB" "KLF16" 0.068287007151298 0.351950146834961 0.216091066949643
"405" "CTSB" "JUND" 0.189692151523669 0.536010850176973 -0.156344459450769
"406" "CTSB" "ZNF317" 0.298260086271385 0.630969105924726 -0.124284519904817
"407" "CTSB" "ZNF331" 0.385700003459916 0.728807368500946 -0.10376873110811
"408" "CTSB" "ZNF341" 0.879387066395161 0.982274345291084 0.0182005273651039
"409" "CTSB" "BARX1" 0.843249311394403 0.972737033368825 -0.0237155421219809
"410" "CTSB" "RARA" 0.819089716583714 0.970306279645323 -0.0274294166827449
"411" "CTSB" "THAP1" 0.369478715597117 0.71887357985392 -0.107338092481832
"412" "CTSB" "RFX1" 0.5209170493433 0.831308037293972 -0.0768859733744935
"413" "CTSB" "PPARG" 0.940590319937047 0.982274345291084 0.00893948163869059
"414" "CTSB" "MEIS2" 0.14868049964382 0.487671378664162 -0.171940317705319
"415" "CTSB" "RAX" 0.0408273410627063 0.349300584647598 0.241682350598768
"416" "CTSB" "ETS1" 0.786725810564779 0.960938321541752 0.0324458164512187
"417" "CTSB" "EHF" 0.468666779724026 0.792216027588965 0.0867579908675799
"418" "CTSB" "EGR4" 0.222671805790581 0.55758468441869 0.145494255287641
"419" "CTSB" "NKX2-8" 0.400312482670314 0.73390621822891 -0.100629476470953
"420" "CTSB" "VEZF1" 0.0561739367285485 0.351950146834961 -0.226091710077819
"421" "CTSB" "KLF4" 0.968137568838329 0.991964642996085 0.00479130490706798
"422" "CTSB" "TFAP2A" 0.00651547110420552 0.167230425007942 -0.3178339443051
"423" "CTSB" "FOXF2" 0.680912672465024 0.916282618917374 0.0492957746478873
"424" "CTSB" "POU2F3" 0.880867782300464 0.982274345291084 0.017975432503698
"425" "CTSB" "ETV6" 0.535175981297693 0.845863516644402 -0.0742813042639398
"426" "CTSB" "ASCL1" 0.960028399977093 0.991964642996085 0.00601161697656134
"427" "CTSB" "ESR2" 0.741499329390698 0.94867924344544 0.03955238278989
"428" "CTSB" "JDP2" 0.204375783037123 0.548326903695904 0.151360216091067
"429" "CTSB" "TCF12" 0.165206231838386 0.508835194062228 -0.165316097498231
"430" "CTSB" "FOXK2" 0.295872529392837 0.630969105924726 0.12489549167149
"431" "CTSB" "NFIC" 0.1397147950239 0.478135076304012 -0.175766930349219
"432" "CTSB" "ZIM3" 0.0851213365591157 0.354288806219022 -0.204335243763432
"433" "CTSB" "ZFP14" 0.000713566454502524 0.0366297446644629 -0.389767830728664
"434" "CTSB" "DMRTA2" 0.543185384211271 0.853577032331997 0.0728332836439507
"435" "CTSB" "RXRG" 0.0583983708136045 0.351950146834961 -0.224132109871993
"436" "CTSB" "POU2F1" 0.0504626838771866 0.351950146834961 -0.231429673934015
"437" "CTSB" "NR1I3" 0.0640620647061461 0.351950146834961 0.219403177053187
"438" "CTSB" "RFX5" 0.732996994120315 0.94867924344544 0.0409029519583253
"439" "CTSB" "SOX13" 0.742310706721919 0.94867924344544 -0.039423757154801
"440" "CTSB" "MEIS1" 0.860598486518403 0.981719754991363 0.0210624477458357
"441" "CTSB" "NFIB" 0.0233605738147202 0.240472031090849 -0.267026818444916
"442" "CTSB" "NR6A1" 0.298386094911212 0.630969105924726 -0.124252363496045
"443" "CTSB" "ZEB1" 0.558274905887861 0.861415485229037 -0.0701331275323172
"444" "CTSB" "TCF7L2" 0.691972949856879 0.916282618917374 -0.0474950157566403
"445" "CTSB" "THRB" 0.0849417493128007 0.354288806219022 -0.204450446974082
"446" "CTSB" "POU4F2" 0.47584404254532 0.792216027588965 0.0853686801570187
"447" "CTSB" "VENTX" 0.00311207780597178 0.136931423462758 0.343752009775548
"448" "CTSB" "FLI1" 0.672073203739875 0.916282618917374 0.0507428130426394
"449" "CTSB" "TCF7L1" 0.83916066576259 0.972737033368825 0.0243424014406071
"450" "CTSB" "ZIC1" 0.39349819658472 0.733391579162742 -0.102084811329815
"451" "CTSB" "NR4A2" 0.934832328646976 0.982274345291084 -0.00980770467554184
"452" "CTSB" "TGIF2LX" 0.803918895317859 0.960938321541752 -0.0297745202635092
"453" "CTSB" "CEBPG" 0.208293012118249 0.548326903695904 -0.150073959740176
"454" "CTSB" "KLF10" 0.688410709370893 0.916282618917374 0.0480738311145411
"455" "CTSB" "BATF" 0.910561025484631 0.982274345291084 0.0134735352755804
"456" "CTSB" "BACH1" 0.841257521436427 0.972737033368825 0.0240208373528844
"457" "CTSB" "BACH1" 0.841257521436427 0.972737033368825 0.0240208373528844
"458" "CTSB" "ETS2" 0.229838149103735 0.564963823659084 -0.143288957489228
"459" "CTSB" "ELK4" 0.29187975180191 0.630969105924726 0.125924496752203
"460" "CTSB" "USF1" 0.0234471843267647 0.240472031090849 0.266866036401055
"461" "CTSB" "HOXB13" 0.170373405271951 0.514460870821186 0.163345740660328
"462" "CTSB" "ISL2" 0.0600445539061787 0.351950146834961 0.222720620995591
"463" "CTSB" "NR2F6" 0.920984733510144 0.982274345291084 -0.0118978712457393
"464" "CTSB" "PKNOX1" 0.490947712189347 0.808619761253043 -0.0824811885008682
"465" "CTSB" "ZBTB7B" 0.583129097849229 0.877195611803124 -0.0657598559392887
"466" "CTSB" "FOXH1" 0.449513553450118 0.786648718537706 -0.0905232016418143
"467" "CTSB" "ZNF281" 0.66542371090458 0.916282618917374 -0.0518361309408965
"468" "CTSB" "ATF3" 0.381421482602666 0.725171707664328 -0.104701266962506
"469" "CTSB" "NEUROD1" 0.299095745016266 0.630969105924726 0.124071431854234
"470" "CTSB" "MSX1" 0.664447996620626 0.916282618917374 0.0519969129847579
"471" "CTSB" "ELF3" 0.241009272205609 0.571006583379443 -0.139944690976912
"472" "CTSB" "FEV" 0.311626407566513 0.635635321393947 0.120921617360873
"473" "CTSB" "HESX1" 0.898030143512018 0.982274345291084 -0.0153707633931443
"474" "CTSB" "ZNF148" 0.0731324980436282 0.351950146834961 -0.212489549167149
"475" "CTSB" "HAND2" 0.236669226921963 0.571006583379443 0.141230947327802
"476" "CTSB" "PRDM9" 0.664808427943992 0.916282618917374 0.0519375090310837
"477" "CTSB" "EBF1" 0.148757620587955 0.487671378664162 -0.171908161296546
"478" "CTSB" "SP8" 0.0686559693431938 0.351950146834961 0.215809731774243
"479" "CTSB" "HNF4G" 0.693161851323858 0.916282618917374 -0.0473020773040067
"480" "CTSB" "FOXK1" 0.48773101820809 0.807640610796191 0.0830921602675413
"481" "CTSB" "OSR2" 0.773959392771895 0.960938321541752 -0.0344395137950994
"482" "CTSB" "NFIL3" 0.0847915967279023 0.354288806219022 0.204546916200399
"483" "CTSB" "PHOX2A" 0.0542421730702573 0.351950146834961 -0.227845451734947
"484" "CTSB" "PKNOX2" 0.17876976210111 0.519444214406999 -0.160235384912213
"485" "CTSB" "CDX2" 0.942665977195664 0.982274345291084 -0.00862661676748745
"486" "CTSB" "E2F7" 0.0196000860871223 0.23218563518591 0.274551418097627
"487" "CTSB" "TEF" 0.168650760111097 0.514301327863544 -0.163997684738568
"488" "CTSB" "PBX3" 0.824514728771221 0.972737033368825 0.0265933500546659
"489" "CTSB" "SP2" 0.782601300739544 0.960938321541752 -0.0330889446266641
"490" "CTSB" "ZNF528" 0.518821017394652 0.831308037293972 -0.0772718502797608
"491" "CTSB" "ZNF701" 0.21186379044763 0.549636138103602 -0.148916329024375
"492" "CTSB" "RBPJ" 0.0548926174208622 0.351950146834961 -0.22724934079362
"493" "CTSB" "FOXI1" 0.662960009671089 0.916282618917374 0.0522422860301389
"494" "CTSB" "IRF2" 0.13081190858897 0.463104228108076 -0.17975432503698
"495" "CTSB" "GBX2" 0.340838047232919 0.677278184178961 0.113881812530909
"496" "CTSB" "STAT3" 0.277704095719659 0.610949010583251 0.129654640169786
"497" "CTSB" "SOX14" 0.474107128671831 0.792216027588965 0.0857038556561929
"498" "CTSB" "E2F6" 0.566807041271561 0.864796092349379 -0.0686217763200206
"499" "CTSB" "ZNF354A" 0.922262054876536 0.982274345291084 -0.0117049327931057
"500" "CTSB" "HIC2" 0.804941840771987 0.960938321541752 -0.0296160524792591
"501" "CTSB" "ONECUT1" 0.609276665200484 0.882312148123757 0.061249806150915
"502" "CTSB" "ZNF768" 0.758391780631974 0.957314214896099 0.0368834008617918
"503" "CTSB" "FOS" 0.943577160422078 0.982274345291084 0.00848929191587884
"504" "CTSB" "SIX2" 0.62855838160472 0.888054961166301 0.0579780050163998
"505" "CTSB" "FOXA3" 0.424467076845451 0.755698610799994 -0.0955842163325103
"506" "CTSB" "ZNF16" 0.159120879755108 0.495042737015893 -0.167695671747379
"507" "CTSB" "ATF7" 0.0697298549418615 0.351950146834961 -0.214997749051386
"508" "CTSB" "ZNF692" 0.567171463164203 0.864796092349379 -0.0685574635024761
"509" "CTSB" "JUNB" 0.654139886290063 0.916282618917374 0.0537012026496881
"510" "CTSB" "ZBTB26" 0.155183728553547 0.490980771513505 -0.16927133577722
"511" "CTSB" "NHLH1" 0.212359416994574 0.549636138103602 -0.148756742855978
"512" "CTSB" "KLF17" 0.572988795446131 0.86936231033206 0.0675334285178441
"513" "CTSB" "FOXB1" 0.623991426325176 0.888054961166301 0.0587490373325697
"514" "CTSB" "CEBPB" 0.0726005295952701 0.351950146834961 0.212875426072416
"515" "CTSB" "SP3" 0.00504389194368257 0.155351871865423 -0.327062833622741
"516" "CTSB" "RELA" 0.0300973674095015 0.280908762488681 0.255804231783394
"517" "CTSB" "ZNF680" 0.00439050548695196 0.150252854442356 -0.331950607756126
"518" "CTSB" "BNC2" 0.340768970473088 0.677278184178961 0.113897999871374
"519" "CTSB" "ESRRA" 0.105783796770269 0.407267617565535 0.192198855231848
"520" "CTSB" "ZNF449" 0.553041059012204 0.860286091796762 -0.071065663386713
"521" "CTSB" "NR1D2" 0.0112303011242134 0.216183296641108 -0.297221686282076
"522" "CTSB" "ZIC4" 0.591302172544511 0.877195611803124 -0.064340587341499
"523" "CTSB" "PROP1" 0.218640896110589 0.55758468441869 -0.146756583514616
"524" "CTSB" "FOSL1" 0.457980206439753 0.792171103011029 0.0888481574377774
"525" "CTSB" "NR2F1" 0.253000172798169 0.577215209050638 -0.136471798829507
"526" "CTSB" "ETV4" 0.405686791981368 0.734682642322741 -0.0994919287413982
"527" "CTSB" "FOXG1" 0.404588398596528 0.734682642322741 0.0997236979121983
"528" "CTSB" "ZNF135" 0.32775620120144 0.659796797189826 -0.116985015113512
"529" "CTSB" "DMRTA1" 0.306326738348495 0.634650785521074 -0.122243570680285
"530" "CTSB" "FOXL1" 0.0962617172658076 0.380110370741907 0.197536819088044
"531" "CTSB" "TGIF2LY" 0.830339661926084 0.972737033368825 -0.02569705523491
"532" "CTSB" "FOXC2" 0.771495251424936 0.960938321541752 0.0348253907003666
"533" "CTSB" "TGIF1" 0.112236442775261 0.421804988504787 -0.188790275901987
"534" "CTSB" "NR2C2" 0.276384084649672 0.610949010583251 -0.130008360666281
"535" "CTSB" "NHLH2" 0.373440820703335 0.71887357985392 -0.106457665883995
"536" "CTSB" "ZNF354C" 0.627033080747309 0.888054961166301 -0.0582352562865779
"537" "CTSB" "ZNF454" 0.985028037689423 0.995508176596937 -0.00225094861405878
"538" "CTSB" "NEUROG2" 0.032513961955839 0.294538243599954 -0.252293766562129
"539" "CTSB" "MAF" 0.219953274991117 0.55758468441869 0.146343816322593
"540" "CTSB" "MSC" 0.000271066729913889 0.0249039861932136 0.416747057688597
"541" "CTSB" "FOXE1" 0.231121564224171 0.564963823659084 -0.142899092065802
"542" "CTSB" "ZBTB7A" 0.238507094360571 0.571006583379443 -0.140684288378674
"543" "CTSB" "EGR3" 0.896119930330066 0.982274345291084 -0.0156602969673284
"544" "CTSB" "ZBTB18" 0.247955468168346 0.574212663126697 -0.137918837224259
"545" "CTSB" "ATOH7" 0.309083174766757 0.634650785521074 -0.121554173469945
"546" "CTSB" "ZNF816" 0.221802897779489 0.55758468441869 -0.145765000964692
"547" "CTSB" "BHLHE22" 0.936964039238525 0.982274345291084 0.00948621684879236
"548" "CTSB" "ZNF707" 0.991872034141623 0.995508176596937 0.0012219435333462
"549" "CTSB" "ZNF707" 0.991872034141623 0.995508176596937 0.0012219435333462
"550" "CTSB" "SOX2" 0.608593213619277 0.882312148123757 -0.0613665879570474
"551" "CTSB" "PLAG1" 0.081347294548624 0.354288806219022 -0.206797864814458
"552" "CTSB" "RFX7" 0.319917483479059 0.648253848102303 -0.118882243231076
"553" "CTSB" "ZNF708" 0.0422525661859779 0.35172406446706 -0.240047591484983
"554" "CTSB" "SATB1" 0.228678019556142 0.564963823659084 -0.143642677985723
"555" "CTSB" "MAFA" 0.9415795490577 0.982274345291084 -0.00879036733743894
"556" "CTSB" "ZNF320" 0.147910932271356 0.487671378664162 -0.172261881793041
"557" "CTSB" "NKX2-5" 0.936774159580678 0.982274345291084 0.0095148502673292
"558" "CTSB" "ZNF530" 0.770879567292273 0.960938321541752 -0.0349218599266834
"559" "CTSB" "FIGLA" 0.0544611236289451 0.351950146834961 -0.227644142500483
"560" "CTSB" "FOXO4" 0.0192454281427827 0.23218563518591 -0.275323171908161
"561" "CTSB" "ZNF93" 0.966427797223583 0.991964642996085 -0.00504855617724613
"562" "CTSB" "SRY" NA NA NA
"563" "CTSB" "MAFF" 0.0987740762880421 0.38509386704705 -0.196089780693292
"564" "CTSB" "HSF1" 0.995080388965347 0.995508176596937 0.000739597401762171
"565" "CTSB" "NR2F2" 0.0586978792851712 0.351950146834961 -0.223872917872532
"566" "CTSB" "SP1" 0.134419979722744 0.470469929029602 -0.178114348189594
"567" "CTSB" "SNAI3" 0.0240067966888634 0.240472031090849 0.265839168437174
"568" "CTSB" "IKZF1" 0.00761385004936439 0.176973408005743 0.312077947134864
"569" "CTSB" "ZBTB6" 0.0713713179630962 0.351950146834961 -0.21377580551804
"570" "CTSB" "FOXD2" 0.800999693160824 0.960938321541752 0.0302270242459322
"571" "CTSB" "MITF" 0.0619329203903922 0.351950146834961 0.221139623126889
"572" "CTSB" "FOXD3" 0.587088780062838 0.877195611803124 0.0650711326368691
"573" "CTSB" "ZNF669" 0.933340048415396 0.982274345291084 0.0100327995369477
"574" "CTSB" "TCF4" 0.687817656968474 0.916282618917374 -0.0481703003408579
"575" "CTSB" "ZKSCAN5" 0.0873729199805438 0.355753791622998 -0.202906939353013
"576" "CTSB" "ZNF418" 0.0495155625965471 0.351950146834961 -0.232362209788411
"577" "CTSB" "POU3F4" 0.500736688403939 0.811780925588374 -0.0806346910455739
"578" "CTSB" "ZNF682" 0.627033080747309 0.888054961166301 -0.0582352562865779
"579" "CTSB" "ZNF257" 0.177448314697418 0.519444214406999 0.160717731043797
"580" "CTSB" "ZNF675" 0.473477832050303 0.792216027588965 -0.0858254550131841
"581" "CTSB" "ZNF460" 0.884677197060391 0.982274345291084 -0.0173966171457972
"582" "CTSB" "MAFK" 0.79085618315498 0.960938321541752 0.0318026882757734
"583" "CTSB" "ZNF652" 0.081347294548624 0.354288806219022 -0.206797864814458
"584" "CTSB" "SREBF2" 0.0091066616402327 0.186990119012778 0.305325101292688
"585" "CTSB" "POU3F3" 0.987459641029275 0.995508176596937 -0.00188533869413035
"586" "CTSB" "FOXO6" 0.53553047320019 0.845863516644402 0.0742169914463953
"587" "CTSB" "PBX2" 0.502894267591879 0.811780925588374 -0.0802302398868095
"588" "CTSB" "SP5" 0.733595007965224 0.94867924344544 -0.0408077949852442
"589" "CTSB" "POU5F1" 0.410123817292628 0.734682642322741 0.0985593928870024
"590" "CTSB" "ONECUT3" 0.736740212315497 0.94867924344544 0.040307737248627
"591" "CTSB" "POU5F1B" 0.0120084030550285 0.217564008291104 -0.29458486076275
"592" "CTSB" "MEF2B" 0.174913723495332 0.518013719582329 0.161650266898193
"593" "CTSB" "MEF2B" 0.174913723495332 0.518013719582329 0.161650266898193
"594" "CTSB" "SP9" 0.20294106636777 0.548326903695904 -0.151835704365567
"595" "CTSB" "CEBPD" 0.460598265708952 0.792171103011029 -0.0883336548974211
"596" "CTSB" "ETV5" 0.345731076646294 0.682597253891401 0.112740369155573
"597" "CTSB" "CEBPA" 0.0295024789466305 0.280908762488681 0.256704611229018
"598" "CTSB" "FOXD1" 0.390454265536368 0.733292157226837 0.102739726027397
"599" "CTSB" "HOXA10" 0.931421739857214 0.982274345291084 -0.0103222072158981
"600" "CTSB" "HOXB7" 0.120955044324284 0.438284160610348 0.184417004308959
"601" "CTSB" "KLF14" 0.0840542037792454 0.354288806219022 -0.205022644562071
"602" "CTSB" "SPIB" 0.182597577876536 0.525607981177319 0.158852659335006
"603" "CTSB" "ZNF8" 0.610170414124546 0.882312148123757 -0.0610971766673098
