ensembl_gene_id	d0_A_Rep1	d0_A_Rep2	d0_A_Rep3	d0_A_Rep4	d0_Y_Pax7_Rep1	d0_Y_Pax7_Rep2	d0_Y_Pax7_Rep3	d0_Y_Rep1	d0_Y_Rep2	d0_Y_Rep3	d0_Y_Rep4	d1_A_Rep1	d1_A_Rep2	d1_Y_Rep1	d1_Y_Rep2	d1_Y_Rep3	d3_A_Rep1	d3_A_Rep2	d3_Y_Rep1	d3_Y_Rep2	d3_Y_Rep3	d5_A_Rep1	d5_A_Rep2	d5_Y_Rep1	d5_Y_Rep2	d7_A_Rep1	d7_A_Rep2	d7_A_Rep3	d7_A_Rep4	d7_Y_Rep1	d7_Y_Rep2	d7_Y_Rep3	d7_Y_Rep4
ENSMUSG00000000001	5.015693807	4.976363636	6.203005338	5.78633498	6.763278772	6.366322214	6.074034394	6.438459204	6.674969031	5.435961895	6.193968819	6.580748492	6.60496087	6.422233001	6.410748128	6.17132694	6.364747506	5.801676029	6.524189078	6.547048751	5.828834649	6.655781138	6.656639374	6.695019442	6.71630504	6.625270489	6.548282482	6.407862567	6.46760555	6.405652061	6.314696526	6.650046479	6.745640714
ENSMUSG00000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000028	1.469885976	1.66448284	1.541019153	2.411426246	2.280956314	1.40053793	1.344828497	2.124328135	2.56315813	2.378511623	2.358958826	4.956985925	4.773996325	2.084064265	1.879705766	4.005399988	5.720552092	5.928607199	5.282439805	5.320845668	5.699884729	2.589763487	2.347665656	4.222650022	4.181897643	3.694880193	3.737686761	3.657640005	3.152183419	4.512226887	3.075532631	4.452858965	4.221103725
ENSMUSG00000000031	1.378511623	1.541019153	1.952333566	1.974529312	4.610581958	2.03562391	1.195347598	0.871843649	0.50589093	2.10433666	1.480265122	1.871843649	2.220329955	1.744161096	1.495695163	6.492013387	4.462052319	5.037382222	5.198494154	5.19061486	6.39609097	1.735522177	1.709290636	5.829088444	5.643567622	5.014801602	5.183883459	4.586164246	4.306699707	5.671859468	4.410748128	3.94673086	4.727920455
ENSMUSG00000000037	0.443606651	0.23878686	0.516015147	0.948600847	1.014355293	0.516015147	0.286881148	0.250961574	0.722466024	0.422233001	0.454175893	1.176322773	0.941106311	0.839959587	0.86393845	1.021479727	1.03562391	1.084064265	1.214124805	1.042644337	0.90303827	0.070389328	0.189033824	1.422233001	1.416839742	1.333423734	1.137503524	1.839959587	1.66448284	0.97819563	0.855989697	1.480265122	0.378511623
ENSMUSG00000000049	1.097610797	1.021479727	0	0.23878686	0	0	0	0.526068812	0	0.111031312	0.23878686	0.028569152	0.722466024	0.526068812	0.565597176	0.070389328	0	0.028569152	0	0.042644337	0.028569152	0	0	0	0.028569152	0	0	0	0.333423734	0.097610797	0	0	0.124328135
ENSMUSG00000000056	1.989139007	1.748461233	3.430285273	2.855989697	3.016139703	3.311793718	3.617063344	2.50589093	2.891419187	2.983677695	2.794935663	1.827819025	2.35614381	2.550900665	2.599317794	2.599317794	2.996388746	2.6622055	4.137503524	3.832890014	3.743084056	3.181102551	3.060047384	2.941106311	2.865918815	3.09592442	2.887525271	3.056583528	2.411426246	2.244887059	3.22342255	2.778208576	1.851998837
ENSMUSG00000000058	3.935459748	4.111031312	4.492494152	4.925999419	5.290571851	6.513490746	7.269033146	7.509220776	5.694044413	4.448900951	6.40053793	5.454833907	5.658782734	5.173527238	5.119771162	5.021923839	5.286881148	4.542877099	4.989593185	5.074676686	4.092545742	7.81275491	7.930086796	4.861459166	5.075104722	5.001802243	4.947666157	4.489928219	4.708739041	5.019257119	6.113325443	5.147306699	5.137093609
ENSMUSG00000000078	6.916476644	6.858354058	7.957682486	8.193673195	8.402372578	8.491732867	8.560982378	7.722944111	7.407607682	6.91981677	7.368069877	7.293149737	7.243840421	7.790967476	7.577353292	7.164605286	6.751677946	6.747118816	6.661493093	6.632704448	6.480265122	7.513174885	7.446338951	7.112700133	7.043410128	7.384308888	7.401135513	8.174326515	8.229732108	7.842161743	7.501837185	8.514516816	8.612721088
ENSMUSG00000000085	3.44625623	3.121015401	5.051807107	5.14974712	4.890446693	4.889473543	4.807870078	3.743084056	3.939226578	4.265286858	4.023255352	4.70763522	4.728464765	4.625854931	4.656496371	3.797012978	3.781359714	3.723558561	3.74092756	3.672425342	4.14404637	3.930737338	3.959770155	4.456806149	3.854993017	4.896756218	4.999549087	4.814550423	4.94016675	4.0721058	4.405311683	5.324090516	4.910252963
ENSMUSG00000000088	8.4158685	8.375517354	6.371558863	6.319943024	8.480830584	7.157650097	7.175624397	7.537063055	7.01346226	7.221587121	7.295447535	8.271322954	8.157094252	7.243935602	7.125465133	8.608069968	9.241864012	8.993419626	9.40541806	9.479719645	9.218950647	7.201633861	7.28872768	8.324135532	8.473665167	7.793180599	7.670160514	7.712870868	7.392489162	8.796364138	7.869377924	7.885391332	7.613015892
ENSMUSG00000000093	2.773996325	2.776103988	4.019701914	4.386810946	1.560714954	3.702657543	4.775577361	2.381283373	2.032100843	4.088311236	3.305970521	4.22650853	4.510961919	2.521050737	2.698218478	1.618238656	0.731183242	2.684818738	0.310340121	0.40053793	1.618238656	1.713695815	1.86393845	0.584962501	0.545968369	1.344828497	1.344828497	1.752748591	2.389566812	2.657640005	4.696550301	1.269033146	1.459431619
ENSMUSG00000000094	1.3950628	1.214124805	3.392317423	3.192194165	3.116031993	1.956056652	1.673556424	0.23878686	2.014355293	3.317593505	2.482848283	2.195347598	2.204766751	2.198494154	2.666756592	2.378511623	2.695993813	2.702657543	3.22342255	3.112700133	3.049630768	0.98550043	1.021479727	3.263034406	3.201633861	2.769771739	2.825785627	3.455491621	3.195347598	2.599317794	2.107687869	3.377123749	3.347665656
ENSMUSG00000000103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000120	0.632268215	0.378511623	2.3305584	2.432959407	0.713695815	1.843983844	1.063502942	0.941106311	1.695993813	1.735522177	1.510961919	3.124328135	2.722466024	2.526068812	1.925999419	2.185866545	0.963474124	1.739848103	1.021479727	1.042644337	1.604071324	0.298658316	0.333423734	1.189033824	1.214124805	1.66448284	1.613531653	1.970853654	1.608809243	0.807354922	0.748461233	2.669026766	1.622930351
ENSMUSG00000000125	0	0.028569152	0	0	0.23878686	0	0	0	0.056583528	0.084064265	0.042644337	0	0	0	0	0.056583528	0.014355293	0	0	0	0	0.042644337	0.042644337	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000126	0.310340121	0.40053793	2.819668183	2.889473543	0.831877241	2.414135533	2.472487771	0.137503524	0.757023247	2.192194165	1.438292852	1.257010618	1.739848103	1.111031312	1.871843649	0.871843649	1.748461233	1.526068812	2.195347598	2.283921772	2.40599236	2.381283373	2.3950628	2.073820233	2.124328135	2.438292852	2.321928095	3.053111336	2.906890596	0.941106311	2.163498732	0.575312331	1.618238656
ENSMUSG00000000127	2.247927513	2.13093087	4.160274831	3.622930351	3.691534165	3.841973119	3.809414444	3.697106574	4.225737653	2.891419187	3.606442228	4.043519494	3.95419631	3.472487771	3.407352751	3.688180359	3.559491813	3.026800059	3.847996907	3.896271849	2.99095486	3.869871406	3.788685711	4.040892431	3.948600847	4.011674533	3.988230223	3.888499736	3.832890014	4.205548911	3.885574364	4.253989266	3.89917563
ENSMUSG00000000131	4.08491466	4.017921908	6.288912203	6.326429487	6.071462363	5.373996142	5.153805336	3.771885579	4.99095486	5.499527024	5.011227255	5.731726323	5.468257468	5.272769732	5.404290064	5.449231201	5.712870868	6.095502518	5.428276414	5.373300197	5.988684687	4.574707046	4.496334513	5.639810978	5.486714373	5.916954279	6.057666877	6.500483401	6.575917361	5.14404637	5.040892431	6.380590934	6.09592442
ENSMUSG00000000134	2.952333566	2.780310099	5.069100632	4.983677695	4.897240426	5.042644337	4.881175155	3.35614381	3.204766751	4.470536865	3.912649865	4.93593114	4.918863237	5.113117036	5.112283109	4.319039816	4.741466986	4.418189948	4.574707046	4.642123916	4.531069493	4.516645558	4.61176256	4.841469999	4.798569004	4.868390453	4.795455272	5.128870759	5	4.363171077	4.579542225	5.309976492	5.262658655
ENSMUSG00000000142	0.321928095	0.137503524	0.432959407	1.084064265	0.35614381	0.275007047	0.659924558	0.250961574	0.659924558	0.641546029	0.516015147	0.422233001	0.389566812	0.918386234	0.659924558	0.263034406	0.411426246	0.604071324	0.344828497	0.35614381	0.641546029	0.056583528	0.097610797	0.40053793	0.263034406	0.150559677	0.176322773	0.545968369	0.344828497	0.056583528	0.070389328	0.263034406	0.526068812
ENSMUSG00000000148	1	0.82374936	4.116863758	3.854993017	0.807354922	2.599317794	2.771885579	1.257010618	1.063502942	3.826802684	2.861955364	2.604071324	2.675815931	1.811471031	2.173127433	2.459431619	3.030336078	3.307428525	3.121015401	3.140778656	3.550900665	2.15704371	2.166715445	2.625270489	2.575312331	2.488000771	2.545968369	3.206330648	3.742006211	2.301587647	2.570462931	2.771885579	2.114367025
ENSMUSG00000000149	3.217230716	3.211012193	6.201829866	6.24431626	5.666472569	5.731997787	6.132988043	4.696550301	4.452858965	5.846744023	5.259272487	5.512542955	5.616769366	5.511910749	4.710393192	5.702103407	1.956056652	5.800382248	1.298658316	1.275007047	5.894575273	2.09423607	2.046141782	2.084064265	2.021479727	1.941106311	1.992768431	6.205157884	6.120600774	4.636334602	3.005399988	6.108733528	5.982537314
ENSMUSG00000000154	1.333423734	1.361768359	1.22650853	0.275007047	0	1.344828497	1.565597176	1.748461233	1.443606651	1.275007047	1.495695163	0.367371066	0.464668267	0.669026766	0.782408565	1.201633861	0.150559677	0.111031312	0.263034406	0.214124805	0.097610797	1.718087584	1.555816155	1.028569152	0.659924558	0.669026766	0.622930351	0.176322773	0.422233001	0.555816155	0.669026766	0	0
ENSMUSG00000000157	0	0	0	0.124328135	0	0.879705766	0	0	0	0	0	0	0	0	0	0.056583528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000159	0	0	0	0	0	0	0	0.097610797	0	0	0.042644337	0	0	0	0	0.411426246	0	0	0	0.028569152	0	0	0	0	0	1.292781749	0.956056652	0	0	0	0	0	0
ENSMUSG00000000167	1.321928095	1.389566812	0.963474124	0.847996907	0	0.5360529	0.695993813	1.244887059	1.803227036	0.941106311	1.304511042	1.700439718	1.646162657	1.201633861	1.207892852	1.495695163	1.859969548	1.459431619	1.851998837	1.875780063	1.835924074	0.807354922	0.650764559	1.339137385	1.495695163	1.042644337	1.257010618	1.22650853	1.807354922	1.042644337	0.847996907	0.650764559	0.887525271
ENSMUSG00000000168	3.550900665	3.628773595	4.873321063	4.885086225	5.169524197	4.657640005	4.934988202	4.43162296	4.698218478	4.957914599	4.740387932	6.288173968	6.205939832	5.013908845	5.104755987	5.436961338	6.910013053	6.708187236	7.175724185	7.126704473	6.795325387	4.696550301	4.740387932	5.820944792	5.947432389	5.685940148	5.641546029	5.450881315	5.229587923	5.721646078	5.941341105	5.94016675	5.608217853
ENSMUSG00000000171	7.847746417	7.811792107	6.549053029	6.362119167	7.602142091	6.860466259	6.837438715	7.541483864	7.64738647	7.544887178	7.5980525	8.027519015	7.996388746	6.719320364	6.801029284	8.647494403	9.427187114	9.350917088	9.335680651	9.365710032	9.323212423	7.022922589	6.992315252	8.567195561	8.589726041	7.630157895	7.631249825	7.770102231	7.228530123	8.109099329	7.76394266	7.705010253	7.840714991
ENSMUSG00000000182	0	0	0	0	0	0.214124805	0.028569152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042644337	0.028569152	0	0	0	0	0	0	0	0.014355293	0	0
ENSMUSG00000000183	0	0	0	0	0	0.214124805	0	0	0	0.028569152	0.014355293	0	0	0	0	0	0	0	0	0.014355293	0.014355293	0	0	0	0	0	0	0	0	0	0.042644337	0	0
ENSMUSG00000000184	7.044612693	6.957102042	4.974529312	5.749266084	5.290203205	7.089582893	7.305970521	7.417008587	6.39145842	6.391114676	6.825531251	6.483493351	6.806839582	5.003152449	5.391973883	6.195741293	4.639810978	4.646738698	4.027684877	4.050501697	3.790772038	6.818262608	6.79298546	6.012568674	6.029011087	6.02103548	6.233619677	4.531069493	4.965784285	7.196430001	8.541716163	5.434628228	5.760487102
ENSMUSG00000000194	3.132576843	3.09592442	3.833902077	3.305970521	3.589763487	3.817623258	3.864928972	4.714795011	3.517275693	3.460742564	3.969012308	4.138323004	3.966245873	3.538538164	3.626439137	4.277984747	4.541638734	4.203201156	4.701549057	4.707082992	4.243364426	4.443606651	4.231893162	4.274261661	4.111031312	4.09592442	4.062639828	4.181102551	3.955126781	3.882643049	3.999098034	3.320484678	3.046141782
ENSMUSG00000000197	0.286881148	0.35614381	1.448900951	1.269033146	0	0.948600847	1.622930351	0.526068812	1.86393845	0.695993813	1.056583528	0.757023247	0.485426827	0.622930351	0.887525271	0.097610797	0.124328135	0.137503524	0.137503524	0.124328135	0.056583528	0.956056652	0.790772038	0.189033824	0.150559677	0.422233001	0.411426246	0.286881148	1.189033824	0.124328135	0.50589093	0.378511623	0.214124805
ENSMUSG00000000202	0.333423734	0.575312331	0.622930351	0.963474124	1.350497247	0.516015147	0.286881148	0.176322773	0	1.286881148	0.713695815	0.097610797	0.124328135	0.310340121	0.422233001	3.71259578	1.748461233	2.62058641	2.739848103	2.778208576	3.720278465	0.250961574	0.5360529	3.669026766	3.875780063	3.033863452	2.845991771	3.363171077	2.666756592	2.121015401	1.827819025	2.176322773	2.86393845
ENSMUSG00000000204	0	0	0	0.23878686	1.790772038	2.432959407	2.147306699	1.589763487	0	0	0.731183242	0.286881148	0.748461233	0.344828497	0.056583528	0.622930351	0.124328135	0.275007047	0.084064265	0.124328135	0.097610797	2.944858446	2.881664619	0.201633861	0.454175893	0.35614381	0.201633861	0.014355293	0	0.084064265	0.124328135	0.526068812	0
ENSMUSG00000000214	0	0	0	0	0	0	0	0	0.042644337	0.622930351	0.286881148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000215	0.50589093	0.575312331	0	0	0	0	0.070389328	0.163498732	0	0.111031312	0.097610797	0	0	0.98550043	0.411426246	0.070389328	0.070389328	0	0	0	0.189033824	0	0.097610797	0	0.097610797	0	0	0.310340121	0	0.871843649	0.40053793	0.176322773	0.263034406
ENSMUSG00000000216	0	0	0	0	0	0	0	0	0.632268215	0	0.189033824	0.028569152	0	0	0	0.014355293	0.056583528	0	0	0.014355293	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000223	3.722466024	3.558267634	5.956056652	5.785812075	5.275007047	2.996388746	2.931683057	2.929790998	4.733896605	5.328764672	4.675251386	4.83491343	4.629939409	5.561020578	5.721646078	4.316869805	4.59275601	4.207111961	4.805292456	4.787641414	4.559491813	3.860962798	3.82374936	4.71259578	4.776103988	5.385776138	5.409730354	5.9502351	6.312519967	4.809414444	3.464668267	6.411765185	5.070818638
ENSMUSG00000000244	0.659924558	0.839959587	0.23878686	0.495695163	1.432959407	2.970853654	3.087462841	2.403267722	0.344828497	0.815575429	1.495695163	0.713695815	0.650764559	0.659924558	0.687060688	2.987320866	1.765534746	2.14404637	2.121015401	2.12763328	2.192194165	1.967168608	2.275007047	1.773996325	1.819668183	0.613531653	0.970853654	0.014355293	0.070389328	0.622930351	0.526068812	0	0
ENSMUSG00000000247	0	0.150559677	0	0.150559677	1.042644337	0.454175893	1.189033824	0.014355293	0.925999419	0.695993813	0.565597176	1.286881148	0.90303827	0.23878686	0.321928095	0.773996325	0.263034406	1.327687364	0.632268215	0.495695163	1.769771739	0.970853654	0.782408565	0.443606651	0.189033824	1.220329955	1.007195501	1.042644337	1.176322773	1	1.189033824	0.443606651	0.956056652
ENSMUSG00000000248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028569152	0.014355293	0	0	0	0.028569152	0	0	0	0.056583528	0	0	0	0	0	0	0	0
ENSMUSG00000000253	1.963474124	2.10433666	1.443606651	1.752748591	4.683134985	2.849999259	3.418189948	3.700439718	3.523561956	2.849999259	3.364572432	2.070389328	2.087462841	0.97819563	1.669026766	3.617063344	2.987320866	3.044394119	3.67468662	3.680324357	3.99095486	3.363171077	3.252476214	3.587364991	3.553360503	2.715893371	2.613531653	2.693765712	1.604071324	3.039138394	3.298658316	2.124328135	2.675815931
ENSMUSG00000000263	0	0	0	0	0.137503524	0	0.124328135	0.042644337	0	0	0.014355293	0.042644337	0	0.124328135	0.028569152	0	0	0	0	0.028569152	0.014355293	0	0	0	0.014355293	0	0	0.111031312	0	0	0	0.070389328	0.250961574
ENSMUSG00000000266	0.970853654	0.918386234	3.106013238	3.307428525	0.59454855	2.117695043	2.577730931	1.678071905	3.416839742	1.111031312	2.232660757	2.204766751	1.765534746	2.111031312	1.989139007	1.207892852	0.35614381	0.713695815	0.748461233	0.695993813	0.879705766	0.918386234	0.956056652	0.695993813	0.799087306	1.655351829	1.739848103	2.260025656	2.56315813	0.97819563	2.066950244	2.50589093	1.790772038
ENSMUSG00000000275	3.499527024	3.407352751	4.221103725	4.419538892	4.220329955	4.703211467	4.580748492	4.482202926	2.987320866	2.869871406	3.645009884	3.557042415	3.217230716	3.165107985	3.19061486	4.887525271	2.94673086	4.10349764	3.584962501	3.670160514	4.288358562	3.919340082	3.883620816	4.077242999	4.040892431	4.651912745	4.64385619	5.055282436	5.239168879	3.587364991	3.217230716	4.556429415	4.718635616
ENSMUSG00000000276	0.263034406	0.344828497	1.137503524	1.769771739	1.5360529	1.97819563	2.666756592	1.678071905	1.875780063	0.687060688	1.416839742	1.316145742	1.500802053	1.367371066	1.176322773	0.963474124	1.570462931	1.14404637	1.448900951	1.510961919	1.077242999	1.948600847	2.10433666	0.839959587	0.887525271	1.40599236	1.333423734	1.40599236	1.411426246	0.5360529	1.372952098	1.244887059	1.244887059
ENSMUSG00000000278	6.249445341	6.253611152	6.600953587	6.537296067	6.166916252	7.07831095	6.846242565	6.757690019	7.489446599	7.268658955	7.193476079	6.486714373	6.52277767	6.571373436	6.864062303	6.279471296	5.502394256	5.405652061	5.394719913	5.382321407	5.284662185	6.745775149	6.624539604	6.321747747	6.23476954	5.921959917	5.988230223	5.429615964	5.769507291	6.177917792	6.399342019	5.581351247	5.690696444
ENSMUSG00000000282	0.333423734	0.367371066	1.541019153	1.480265122	0.799087306	1.286881148	1.244887059	0.189033824	0.411426246	0.432959407	0.35614381	1.709290636	1.367371066	0.97819563	0.918386234	0.669026766	0.731183242	0.773996325	1.117695043	1.09085343	0.782408565	0.632268215	0.545968369	0.475084883	0.389566812	0.933572638	1.042644337	1.333423734	1.389566812	0.584962501	0.678071905	1.378511623	0.443606651
ENSMUSG00000000290	0.310340121	0.250961574	0	0.50589093	1.40599236	5.313608657	4.802193217	5.538848521	0	0.839959587	4.032982417	1.956056652	2.459431619	0.214124805	0.263034406	5.100557221	2.809414444	3.116031993	2.163498732	2.22650853	2.419538892	5.937815169	5.854993017	2.904965719	2.9800253	0.963474124	1.111031312	0.485426827	0.422233001	0.799087306	1.063502942	0.59454855	0
ENSMUSG00000000295	5.044831233	4.918863237	3.323370069	3.601696516	3.300123725	3.448900951	3.228049048	3.965322548	3.904965719	4.071247819	3.993674362	5.142821844	4.964860664	3.109360559	3.070389328	4.758622982	5.952799478	5.659924558	5.846744023	5.809671678	5.605553595	3.632268215	3.655351829	4.631104282	4.784503983	3.600507645	3.50589093	3.849999259	3.522306893	4.568640195	3.420886575	3.861955364	4.051372102
ENSMUSG00000000296	2.378511623	2.286881148	1.14404637	1.163498732	2.397802962	1.176322773	0.918386234	2.263034406	1.427606173	2.09085343	2.017921908	2.495695163	2.353323291	2.321928095	2	2.873813198	3.353323291	3.370164281	3.593353771	3.726831217	3.596935142	1.427606173	1.378511623	3.166715445	3.209453366	2.111031312	2.195347598	2.301587647	1.790772038	3.001802243	1.956056652	2.310340121	1.443606651
ENSMUSG00000000301	3.950468414	3.861955364	2.056583528	1.739848103	3.684818738	1.63691458	1.847996907	1.815575429	2.260025656	3.56193706	2.885574364	2.784503983	2.671293372	2.204766751	2.408711861	3.389566812	3.787641414	3.685940148	3.378511623	3.448900951	3.56193706	2.702657543	2.310340121	3.258518925	3.258518925	2.114367025	1.989139007	2.448900951	2.726831217	3.388189537	1.589763487	3.142413438	2.077242999
ENSMUSG00000000303	1.189033824	1.280956314	2.687060688	3.196921734	0.464668267	0.815575429	0.613531653	0.565597176	0.201633861	1.201633861	0.807354922	2.137503524	2.09423607	2.742006211	3.012568674	0.584962501	0.739848103	0.5360529	0.333423734	0.298658316	0.286881148	1.778208576	1.678071905	0.298658316	0.526068812	1.570462931	1.5360529	0.422233001	0.871843649	0.887525271	1.35614381	0.678071905	0
ENSMUSG00000000305	1.757023247	1.207892852	3.695993813	2.49057013	2.817623258	1.077242999	0.722466024	0.214124805	1.207892852	3.12763328	2.137503524	0.389566812	0.555816155	2.100977648	2.341985747	0.422233001	0.176322773	0.815575429	0.35614381	0.189033824	0.695993813	0.176322773	0.124328135	0.464668267	0.070389328	1.195347598	1.124328135	1.739848103	2.646162657	1.669026766	0.632268215	2.283921772	1.042644337
ENSMUSG00000000308	0.097610797	0	0.150559677	0.137503524	0	0.275007047	0.22650853	0.286881148	1.794935663	0.475084883	0.90303827	0.35614381	0	0	0	0.641546029	0.137503524	0.443606651	0.014355293	0	0.321928095	0	0.35614381	0	0	0	0	0.176322773	0	0	0	0	0
ENSMUSG00000000317	0.275007047	0.310340121	0.695993813	1.650764559	2.560714954	3.502075956	4.060047384	2.173127433	1	0.722466024	1.427606173	1.827819025	1.097610797	0.659924558	0.678071905	1.541019153	0.650764559	0.641546029	0.632268215	0.782408565	0.650764559	3.139142019	3.066950244	0.650764559	0.59454855	2.169925001	2.280956314	1.584962501	1.641546029	0.650764559	1.90303827	0.799087306	0.443606651
ENSMUSG00000000318	0	0.097610797	0	0.263034406	1.13093087	5.211790976	6.385776138	3.388189537	0	0.910732662	2.166715445	0.422233001	0.933572638	0.097610797	0.411426246	4.572889668	1.014355293	1.207892852	0.956056652	0.895302621	1.589763487	3.121015401	3.084064265	1.50589093	1.495695163	1.316145742	1.23878686	0.82374936	0.432959407	1.014355293	1.124328135	0	0
ENSMUSG00000000320	0.773996325	0.839959587	1.150559677	1.526068812	0.855989697	1.835924074	1.40053793	1.438292852	0.411426246	0.748461233	0.948600847	0.713695815	0.632268215	1.169925001	0.933572638	0.933572638	0.298658316	0.201633861	0.014355293	0.028569152	0.111031312	1.879705766	1.811471031	0.464668267	0.389566812	0.475084883	0.584962501	0.432959407	0.464668267	0.23878686	0.815575429	0.443606651	0.042644337
ENSMUSG00000000326	7.452117664	7.431539391	6.193771743	6.421559945	5.930500811	6.198101209	6.346956889	7.180207548	6.643423316	7.096557042	7.042972583	6.66448284	6.6622055	6.398316163	6.627023106	7.105699028	6.580748492	6.797920863	6.296273847	6.238404739	6.643711913	6.749534268	6.713695815	6.605109074	6.616328288	6.008540672	6.068885737	5.757023247	6.010108453	6.607774152	6.7322692	5.584962501	5.883132016
ENSMUSG00000000339	5.262282806	5.236492618	4.434294618	4.553974808	5.025471815	4.380590934	4.288358562	4.998195503	4.430285273	4.826802684	4.813524689	5.576219781	5.509695842	4.587364991	4.64385619	5.799087306	5.899900664	5.808127587	5.832130501	5.812498225	6.033423002	4.793895883	4.809414444	5.706530553	5.721646078	5.155425432	5.121429909	5.196921734	4.786596362	5.496654083	5.116447936	5.510012465	5.229587923
ENSMUSG00000000340	2.313245852	2.097610797	3.119356177	3.056583528	2.739848103	2.087462841	2.622930351	2.495695163	3.206330648	2.545968369	2.746312766	2.933572638	3	2.432959407	2.739848103	2.364572432	2.843983844	2.310340121	2.924099886	2.965322548	2.518535139	2.316145742	2.204766751	2.782408565	2.807354922	2.935459748	2.821710215	2.914564523	3.153805336	2.584962501	2.629939409	3.182692298	3.056583528
ENSMUSG00000000346	8.509220776	8.478526959	7.675886484	7.463851293	7.289557848	7.9489512	8.079431448	8.827215659	8.898510697	8.068993189	8.58905185	7.837627933	7.959886048	8.162240253	8.32305476	8.224821702	8.143842354	7.744161096	7.987491414	7.997066545	7.617430732	8.55658269	8.54712589	8.145575566	8.14404637	7.721646078	7.67969121	7.316688823	7.366671916	8.069476621	8.150915026	7.427941333	7.285772093
ENSMUSG00000000355	6.354381632	6.29351763	4.749534268	4.322649262	5.814037648	5.325530332	5.170325694	5.412781525	5.195741293	5.132576843	5.23572706	5.686220365	5.893362211	5.103917211	5.053980168	5.556429415	5.85698569	5.412442825	5.891662208	5.977279923	5.21916852	5.14689956	5.15704371	5.599615349	5.592457037	5.375039431	5.277612871	5.257010618	5.349082146	6.043300754	5.229972385	5.441284272	5.198494154
ENSMUSG00000000359	3.381283373	3.390942773	4.099295204	4.417515003	3.942983598	2.195347598	1.883620816	2.771885579	3.399171094	3.358958826	3.211012193	3.583759754	3.727920455	2.95419631	3.15704371	3.007195501	3.631104282	3.827819025	3.519793486	3.558267634	3.754887502	2.845991771	2.807354922	3.192194165	3.307428525	3.419538892	3.484138131	3.533563348	3.750606505	3.377123749	3.198494154	3.03562391	3.596935142
ENSMUSG00000000365	0	0	0	0.097610797	0	0.40053793	0.333423734	0.014355293	0	0.028569152	0.014355293	0.070389328	0.014355293	0	0.028569152	0.056583528	0	0.028569152	0	0	0	0	0.028569152	0	0.014355293	0	0	0.070389328	0	0.014355293	0	0	0.333423734
ENSMUSG00000000374	1.526068812	1.475084883	2.912649865	2.835924074	3.608809243	2.843983844	2.587364991	0.918386234	1.752748591	1.521050737	1.422233001	2.080657663	2.201633861	2.042644337	1.731183242	1.622930351	0.790772038	1.757023247	0.50589093	0.411426246	1.803227036	0.879705766	0.847996907	0.659924558	0.50589093	2.182692298	2.277984747	3.12763328	3.462052319	1.761285273	1.704871964	3.588564737	3.67468662
ENSMUSG00000000378	5.352970338	5.261530815	5.090430042	5.040015679	5.646738698	5.243745235	5.254745198	5.519479002	5.314333994	5.495695163	5.468257468	5.478648295	5.415150205	5.189824559	5.327328083	6.007868243	5.765799923	6.087887101	5.787118983	5.803485376	6.058749412	5.527946099	5.468257468	6.171927354	6.186659017	5.714795011	5.768184325	5.449561375	4.983677695	6.100557221	5.62556274	6.412273445	6.155830172
ENSMUSG00000000381	0	0	0	0	0	0.137503524	0.028569152	0	0	0	0	0	0	0.22650853	0.137503524	0	0.056583528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000384	1.790772038	1.963474124	3.430285273	2.86393845	3.295723025	1.922197848	1.867896464	0.695993813	2.298658316	2.477677328	2.049630768	3.878725341	3.77925972	3.357552005	3.119356177	2.545968369	4.268284667	4.669593751	4.184280294	4.109360559	4.269781238	1.761285273	1.765534746	2.720278465	2.819668183	2.831877241	2.927896454	3.760220946	3.500802053	2.09423607	1.89917563	3.714795011	3.407352751
ENSMUSG00000000385	0.028569152	0.070389328	0.59454855	0.575312331	0.545968369	1.650764559	1.014355293	0.042644337	0.111031312	0.150559677	0.111031312	0.097610797	0.070389328	0.464668267	0.5360529	0.056583528	0.014355293	0.028569152	0	0	0	0	0.014355293	0.150559677	0.22650853	0.124328135	0.070389328	0.014355293	0.910732662	0.084064265	0.084064265	0.82374936	0.042644337
ENSMUSG00000000386	0.163498732	0.070389328	0	0.042644337	0.275007047	1.739848103	2.007195501	1.117695043	0	0.163498732	0.526068812	0	0.070389328	0	0.137503524	1.526068812	0.765534746	0.50589093	0.422233001	0.333423734	0.432959407	0.765534746	0.963474124	0.5360529	0.613531653	0.687060688	0.422233001	0.250961574	1.124328135	0.40053793	0.464668267	0	0
