ensembl_gene_id	d0_A_Rep1	d0_A_Rep2	d0_A_Rep3	d0_A_Rep4	d0_Y_Pax7_Rep1	d0_Y_Pax7_Rep2	d0_Y_Pax7_Rep3	d0_Y_Rep1	d0_Y_Rep2	d0_Y_Rep3	d0_Y_Rep4	d1_A_Rep1	d1_A_Rep2	d1_Y_Rep1	d1_Y_Rep2	d1_Y_Rep3	d3_A_Rep1	d3_A_Rep2	d3_Y_Rep1	d3_Y_Rep2	d3_Y_Rep3	d5_A_Rep1	d5_A_Rep2	d5_Y_Rep1	d5_Y_Rep2	d7_A_Rep1	d7_A_Rep2	d7_A_Rep3	d7_A_Rep4	d7_Y_Rep1	d7_Y_Rep2	d7_Y_Rep3	d7_Y_Rep4
ENSMUSG00000021485	1.021479727	0.86393845	0.545968369	1.485426827	2.107687869	0.887525271	0.464668267	0.773996325	1.871843649	2.46727948	1.933572638	3.564378169	3.915520901	0.925999419	0.925999419	3.578938713	4.429615964	4.550285049	3.807354922	3.90303827	4.299391206	1.280956314	1.613531653	3.648465443	3.673556424	3.430285273	3.420886575	3.473786912	3.077242999	4.455491621	2.799087306	3.958842675	2.792855352
ENSMUSG00000021486	7.721714425	7.696967526	6.108733528	6.365622556	6.700023496	6.720688885	6.479618608	7.834091759	6.829722735	7.188341576	7.37286506	7.607404296	7.597531174	6.371733091	6.614709844	8.421896512	8.711598149	8.904213116	8.381975479	8.381672723	8.852591929	7.45409362	7.471837762	7.930500811	7.991521846	7.090324176	7.114575251	6.770300489	6.673697747	7.652486495	7.292045492	6.786988345	6.931092055
ENSMUSG00000021488	1.201633861	1.163498732	3.12763328	3.521050737	3.714795011	3.001802243	2.891419187	1.042644337	2.137503524	1.803227036	1.704871964	1.378511623	1.454175893	1.427606173	1.480265122	2.263034406	1.691534165	2.500802053	1.89917563	1.875780063	2.698218478	0.799087306	0.799087306	1.773996325	1.709290636	2.014355293	1.967168608	4.055716264	3.92314918	1.731183242	1.59454855	4.267535798	4.64038956
ENSMUSG00000021490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021492	0	0	0	0	0	0	0.014355293	0	0	0.014355293	0	0	0	0.321928095	0.097610797	0.070389328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021493	6.090641752	6.056583528	5.831877241	5.646450706	7.588864518	5.690975738	5.924337464	5.771885579	5.959770155	6.454669432	6.149137401	6.358783048	6.424922088	6.880685525	6.794935663	7.724991262	7.178615059	7.001689668	7.636117051	7.737010678	7.586989865	6.545968369	6.673556424	7.727784345	7.901228945	6.996953601	6.910013053	7.247927513	6.821199978	7.629939409	7.114367025	7.394462695	6.846242565
ENSMUSG00000021494	4.06091205	3.959770155	4.575917361	4.603477988	4.313971371	4.426264755	4.232660757	5.100136671	4.297925053	4.977279923	4.886550147	5.251719093	5.393347551	4.445594291	4.457462965	5.470211457	5.871843649	5.901349638	5.810957159	5.794675788	5.992315252	4.676944359	4.7382274	5.316869805	5.376776572	4.891905188	4.827819025	4.765004246	4.649040566	5.051807107	4.758622982	4.663344619	4.983221651
ENSMUSG00000021495	1.584962501	1.485426827	4.866413481	4.587964989	3.618238656	3.768713657	3.690417096	1.007195501	1.704871964	2.211012193	1.778208576	2.257010618	2.283921772	2.35614381	2.166715445	2.049630768	1.077242999	2.207892852	1.070389328	0.98550043	2.432959407	0.918386234	0.855989697	1.438292852	1.333423734	1.713695815	1.599317794	4.410748128	4.663344619	1.855989697	1.384049807	3.77925972	3.358958826
ENSMUSG00000021496	6.053763009	6.098663782	3.656496371	3.71259578	3.459431619	4.287620044	4.240314329	4.92314918	4.801676029	4.821199978	4.860466259	4.560714954	4.597531174	4.256255873	4.263034406	4.820689561	4.484782623	4.324090516	4.477677328	4.513490746	4.309612772	4.602884409	4.726831217	4.137503524	4.280956314	3.75595577	3.855989697	3.499527024	3.377123749	4.812498225	4.539158811	3.638073837	3.448900951
ENSMUSG00000021497	5.797012978	5.733083132	5.303780748	5.362469889	4.890446693	5.384049807	5.122258568	5.863195112	5.405652061	5.762083004	5.723831566	5.099715999	5.104755987	5.204375511	5.355791547	6.206721357	5.427941333	5.34091827	5.492814573	5.482202926	5.511278265	5.57500972	5.605849867	6.179311989	6.254556252	5.362820526	5.387845013	5.185470146	5.249066034	6.028348134	5.685099172	5.338424415	5.687060688
ENSMUSG00000021499	0	0	0	0.111031312	0	0	0	0.176322773	0	0.286881148	0.189033824	0.298658316	0.084064265	0.056583528	0.111031312	0.070389328	0.176322773	0.028569152	0.111031312	0.097610797	0.111031312	0.056583528	0.214124805	0	0	0	0	0.176322773	0	0.367371066	0.084064265	0.275007047	0
ENSMUSG00000021500	3.408711861	3.336283388	3.688180359	3.679198571	3.977279923	3.667892125	3.277984747	2.914564523	3.858975614	3.427606173	3.420886575	4.076388069	3.945794957	3.56924803	3.578938713	4.047887329	3.995484519	4.046141782	4.034743949	4.006298024	3.963474124	2.950468414	2.957914599	3.893362211	3.894332742	4.006298024	3.95419631	4.326249701	4.087462841	3.997292408	3.619413011	3.807354922	3.893362211
ENSMUSG00000021501	5.704041955	5.756756451	4.513490746	4.47118746	4.615298579	4.329841177	4.287620044	5.181500152	5.204375511	4.868884273	5.074676686	4.980939266	4.9800253	4.596935142	4.814037648	5.522934561	5.189429246	5.29388543	5.053980168	5.155425432	5.183883459	4.241840184	4.388878339	5.579542225	5.661635602	4.82984956	4.799605422	4.715344295	4.551516018	5.527946099	4.867402306	4.909773104	5.12722055
ENSMUSG00000021504	2.214124805	1.981852653	3.19061486	3.089159132	2.192194165	3.155425432	2.901108243	2.622930351	2.060047384	3.22650853	2.811471031	3.17951105	3.641546029	2.060047384	2.361768359	3.485426827	3.958842675	3.743084056	3.589763487	3.586164246	3.635754391	3.529820947	3.533563348	3.404630684	3.493134922	3.206330648	3.253989266	3.080657663	3.375734539	3.221877081	3.200064862	3.234194723	1.89917563
ENSMUSG00000021506	0.879705766	0.895302621	0.150559677	0.35614381	0	1.90303827	1.691534165	0.773996325	0.604071324	1.807354922	1.275007047	1.286881148	1.526068812	0.411426246	0.895302621	0.214124805	0.275007047	0.432959407	0.22650853	0.298658316	0.516015147	1.604071324	1.709290636	0.475084883	0.432959407	0.495695163	0.422233001	0	0.454175893	0.454175893	0.925999419	0	0
ENSMUSG00000021508	3.46727948	3.329123596	4.545968369	4.744699314	1.23878686	6.68116812	4.763411574	6.42609699	6.204571144	5.516330387	6.055933129	5.647602329	5.331633567	6.337711092	5.634302842	3.068670811	1.948600847	1.782408565	2.5360529	2.464668267	1.871843649	6.432959407	6.471675214	2.639232163	2.669026766	2.22342255	2.272023189	1.427606173	3.801158656	3.915520901	4.725195817	1.495695163	2.397802962
ENSMUSG00000021509	0	0	0	0	0.056583528	0	0	0	0	0.097610797	0.042644337	0	0.014355293	0	0	0.070389328	0.111031312	0.321928095	0.028569152	0.042644337	0.111031312	0	0	0	0	0.028569152	0.028569152	0.137503524	0.070389328	0.097610797	0.014355293	0	0
ENSMUSG00000021510	0.443606651	0.263034406	0.659924558	1.14404637	0.40053793	1.097610797	0.454175893	0.695993813	2.350497247	0.641546029	1.316145742	0.847996907	0.545968369	0.632268215	0.485426827	0.59454855	0.632268215	0.475084883	0.367371066	0.35614381	0.422233001	0.641546029	0.739848103	0.731183242	0.669026766	1.049630768	0.970853654	1.761285273	0.790772038	0.443606651	0.59454855	0.910732662	0
ENSMUSG00000021514	0.5360529	0.604071324	1.10433666	1.769771739	0.263034406	0.90303827	1.207892852	1.028569152	1.5360529	0.879705766	1.13093087	0.722466024	0.35614381	0.59454855	0.604071324	1.189033824	0.678071905	1.195347598	0.650764559	0.622930351	0.879705766	0.59454855	0.748461233	1.182692298	0.411426246	0.831877241	1.084064265	2.017921908	2.032100843	0.956056652	0.86393845	0.298658316	0.367371066
ENSMUSG00000021518	3.527320608	3.480265122	4.657640005	4.881664619	5.032541697	4.787641414	4.937815169	4.509062386	4.698218478	4.917431755	4.7473874	4.653060017	4.680886921	4.417515003	4.408032466	4.873813198	4.806839582	4.879705766	4.787118983	4.739848103	5.028127082	4.818646083	4.785027362	5.100136671	5.027684877	4.772941338	4.776103988	5.005399988	4.830863757	4.768184325	4.699884729	5.391630262	5.28132733
ENSMUSG00000021519	4.943452539	4.927422429	4.697106574	4.845490051	5.155425432	5.349436052	5.003152449	4.926473911	5.690696444	4.526694846	5.017476563	5.250961574	5.173127433	5.323009711	5.178714641	5.038699551	4.891905188	4.677508242	4.981396032	5.027684877	4.46727948	4.534808661	4.541019153	5.182692298	5.231893162	5.280956314	5.18030702	5.167518504	4.98550043	5.777419716	5.047887329	5.584962501	5.678353654
ENSMUSG00000021520	9.193894919	9.138578996	6.802710219	6.770696925	8.803000952	7.963936452	8.383661097	8.242269039	7.808899839	7.685169272	7.929909324	8.701618362	8.631795481	7.66063774	7.587740019	8.335524345	8.794123399	8.345981766	9.188489943	9.288173968	8.614268135	8.110457209	8.282439805	7.914743893	8.128561489	7.938109326	7.78633498	7.684187561	7.377123749	8.989593185	8.261483803	8.070603999	7.564378169
ENSMUSG00000021532	2.198494154	2.17951105	3.462052319	3.135863165	4.10433666	3.153805336	2.970853654	2.448900951	2.937344392	2.601696516	2.653060017	3.626439137	3.71259578	3.166715445	3.063502942	3.347665656	4.202417722	3.916476644	3.839959587	3.831877241	3.673556424	2.087462841	2.100977648	3.694880193	3.665620164	3.657640005	3.548436625	4.081510068	3.407352751	3.753818443	2.746312766	5.013908845	4.607034346
ENSMUSG00000021534	0.765534746	0.963474124	0.070389328	0.084064265	0	0.310340121	0.176322773	0.22650853	0.298658316	0.275007047	0.263034406	0.124328135	0.137503524	0.150559677	0.214124805	0.22650853	0.23878686	0.084064265	0.176322773	0.070389328	0.124328135	0	0.070389328	0.137503524	0.056583528	0.23878686	0.22650853	0.23878686	0.214124805	0.214124805	0.084064265	0	0.622930351
ENSMUSG00000021536	3.708187236	3.687060688	5.625270489	5.713145902	4.565597176	2.778208576	2.6622055	2.482848283	4.739848103	4.733896605	4.311793718	3.948600847	3.800123353	5.370164281	4.778208576	3.843983844	0.98550043	3.22650853	0.757023247	0.748461233	3.089159132	1.097610797	1.03562391	1.673556424	1.82374936	3.005399988	2.925999419	5.01658546	4.947666157	4.06608919	2.247927513	4.419538892	4.856487779
ENSMUSG00000021537	7.453846774	7.439955517	6.269594252	6.231893162	6.36018867	6.924693758	6.816855662	6.584210901	6.542412837	5.998421189	6.363696745	6.837186385	6.86393845	6.229203358	6.216454865	6.63008507	6.687900522	6.294620749	6.615298579	6.722739236	6.118941073	6.234961095	6.348905161	6.524345816	6.642701572	6.406332578	6.259460816	6.65047737	6.548282482	7.110926947	6.392317423	6.586014083	6.594399256
ENSMUSG00000021538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021539	0	0	0	0	0	0	0	0	0	0.056583528	0.028569152	0	0	0	0	0.097610797	0.163498732	0	0	0.028569152	0	0.411426246	0.22650853	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021540	2.533563348	2.568032105	3.66106548	3.72900887	4.252476214	2.759155834	2.99095486	3.017921908	3.809414444	2.659924558	3.155425432	3.114367025	3.102658131	3.288358562	3.163498732	2.851998837	3.484138131	3.063502942	3.463360886	3.480265122	3.089159132	2.797012978	2.811471031	3.588564737	3.566815154	4.017921908	3.977279923	4.567423758	4.580145484	3.263034406	2.910732662	3.874796966	3.7322692
ENSMUSG00000021541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028569152	0.042644337	0	0	0	0	0	0	0	0	0	0.056583528	0	0	0
ENSMUSG00000021545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021546	9.791927998	9.737247343	9.585356934	9.51591662	10.05803232	8.99573889	8.871135184	9.428381112	10.32654184	9.845223441	9.830245815	10.11630497	10.03101191	10.04976689	10.06750159	10.09670198	10.51917428	10.27329441	10.62895582	10.62863691	10.22032995	9.18646094	9.142719753	10.62530702	10.63404867	10.24632495	10.21127995	10.0577481	9.87282876	10.54997714	9.920546393	10.64325193	10.27674091
ENSMUSG00000021548	4.759155834	4.713145902	4.488000771	4.083213368	3.953265239	4.462706751	4.434294618	4.529820947	5.428276414	4.782932705	4.924575003	5.722739236	5.571373436	4.580145484	4.582556003	5.094658343	5.515384461	5.37086174	5.411765185	5.599912842	4.930737338	4.442943496	4.69543711	4.847996907	4.927896454	4.567423758	4.682573297	4.64096791	4.59275601	5.094658343	4.697662633	4.579542225	4.658782734
ENSMUSG00000021549	5.159064009	5.13093087	5.733354341	5.538848521	5.348728154	5.301953395	5.482202926	5.211012193	5.762083004	5.174725988	5.371558863	5.440620048	5.702657543	5.461070114	5.34091827	5.432291338	3.745237332	5.364922559	3.061776198	3.047887329	5.13996057	4.338424415	4.468583317	3.838951767	3.817623258	5.697384631	5.536674618	5.54225805	5.855491443	5.483815777	5.165510018	5.773996325	6.341274184
ENSMUSG00000021550	4.247168	4.326968712	3.969012308	3.850999395	2.59454855	3.816599707	3.656496371	4.602884409	3.840966704	4.538538164	4.430285273	4.75595577	4.676380255	3.068670811	3.438292852	4.408032466	4.878725341	5.077670274	4.557042415	4.547819957	4.841973119	4.250203656	4.344118335	4.036503334	4.152183419	3.301587647	3.184280294	3.572889668	3.368768349	4.239550797	4.227278994	3.161887682	3.295723025
ENSMUSG00000021552	3.737686761	3.830863757	3.607626221	3.135863165	2.952333566	3.321928095	3.361768359	2.589763487	3.161887682	2.375734539	2.682573297	4.300855871	4.008988783	3.836934011	3.669026766	3.116031993	2.572889668	2.648465443	2.693765712	2.655351829	2.572889668	2.857980995	2.648465443	3.295723025	3.23572706	3.066950244	2.956056652	3.203201156	2.956056652	4.189033824	3.365972428	3.339137385	3.983677695
ENSMUSG00000021553	0	0	0.056583528	0	0	0.111031312	0	0	0	0.014355293	0.014355293	0	0	0	0	0.028569152	0	0	0.028569152	0.014355293	0	0	0	0	0	0	0	0	0.014355293	0	0	0	0
ENSMUSG00000021555	4.443606651	4.189033824	4.869377924	4.824258697	5.131342539	4.152183419	4.196921734	4.612942196	4.699884729	4.496334513	4.583759754	5.158660175	5.337354298	4.673556424	4.747924416	5.355086762	6.101187815	5.525755693	6.048105374	6.081936082	5.578334949	4.544114402	4.556429415	6.140778656	6.077670274	5.062639828	4.993674362	5.294988268	5.069100632	5.290940402	4.800123353	5.66618849	5.613826291
ENSMUSG00000021556	0.895302621	0.956056652	1.500802053	2.220329955	2.622930351	3.707082992	3.382667253	4.09085343	2.028569152	2.137503524	3.09423607	3.234194723	3.089159132	2.017921908	2.060047384	3.560714954	3.590961241	3.160274831	3.724650272	3.788685711	3.448900951	4.535430915	4.43629512	3.798050515	3.82984956	3.771885579	3.769771739	3.533563348	3.026800059	3.234194723	3.279471296	3.650764559	3.211012193
ENSMUSG00000021557	2.687060688	2.454175893	4.053980168	3.412781525	3.709290636	3.486714373	4.390254956	3.876762491	3.14404637	2.839959587	3.334854269	3.910732662	3.884597921	3.163498732	3.353323291	2.500802053	2.937344392	2.769771739	2.90303827	2.89917563	2.682573297	4.017031081	3.853995647	2.763411574	2.604071324	3.522306893	3.516015147	3.671293372	4.096767855	3.112700133	4.391630262	3.568032105	3.559491813
ENSMUSG00000021559	0.925999419	0.782408565	2.117695043	1.97819563	1.646162657	3.836934011	3.237257771	1.339137385	1.709290636	2.003602237	1.735522177	1.40053793	1.063502942	1.565597176	1.384049807	0.992768431	0.669026766	0.970853654	1.176322773	1.03562391	1.545968369	2.253989266	2.189033824	1	1	1.280956314	1.189033824	1.914564523	2.100977648	0.422233001	1.427606173	1.097610797	1.66448284
ENSMUSG00000021565	0.275007047	0.23878686	0.344828497	0.443606651	0	0.163498732	0.344828497	0.22650853	0.23878686	0.070389328	0.150559677	0.40053793	0.056583528	0.344828497	0.310340121	0.056583528	0	0.310340121	0.056583528	0.111031312	0.137503524	0.5360529	0.176322773	0.150559677	0.042644337	0.014355293	0.22650853	0.310340121	0.23878686	0.028569152	0.622930351	0	0
ENSMUSG00000021566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150559677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021567	2.432959407	2.260025656	3.424922088	3.816599707	0.070389328	3.224966365	3.388189537	3.042644337	2.007195501	3.436961338	3.046141782	4.282439805	4.199279721	3.757023247	3.680324357	2.361768359	2.232660757	2.558267634	1.63691458	1.50589093	1.691534165	4.29351763	4.21023299	2.797012978	2.704871964	2.650764559	2.6622055	2.032100843	2.523561956	2.994579724	3.742006211	2.456806149	1.304511042
ENSMUSG00000021569	0.367371066	0.50589093	1.378511623	1.722466024	1.914564523	1.124328135	1.23878686	0.773996325	0.516015147	0.933572638	0.790772038	3.99004722	4.048759312	0.815575429	0.799087306	2.809414444	5.070389328	4.859472667	4.543495883	4.560103513	4.314696526	1.269033146	1.350497247	2.778208576	2.737686761	2.384049807	2.419538892	2.601696516	2.857980995	3.019701914	1.510961919	3.782408565	2.627606838
ENSMUSG00000021572	0.124328135	0.084064265	1	1.189033824	1.35614381	1.895302621	0.713695815	0.367371066	0.807354922	0.659924558	0.613531653	0.847996907	0.855989697	0.176322773	0.378511623	0.970853654	1.883620816	1.411426246	1.580145484	1.575312331	1.580145484	0.443606651	0.604071324	1.292781749	1.124328135	0.895302621	0.956056652	2.080657663	2.341985747	1.077242999	1.007195501	1.485426827	2.063502942
ENSMUSG00000021573	0.464668267	0.50589093	1.695993813	2.347665656	1.847996907	2.498250868	3.297191417	1.475084883	1.063502942	1.063502942	1.220329955	1.03562391	0.799087306	1.09085343	1.339137385	0.432959407	0.748461233	0.367371066	0.704871964	0.411426246	0.454175893	2.763411574	2.927896454	1.10433666	0.799087306	1.350497247	1.23878686	1.257010618	1.448900951	0.584962501	2.438292852	1.63691458	2.307428525
ENSMUSG00000021575	0	0	0.432959407	0.201633861	0	0.555816155	0.321928095	0	0	0.056583528	0.028569152	0	0.056583528	0	0	0.028569152	0	0.056583528	0	0.014355293	0.028569152	0.475084883	0.485426827	0	0.014355293	0	0	0.23878686	0	0	0.214124805	0	0
ENSMUSG00000021576	6.809928866	6.767522386	5.71781349	5.762083004	6.308521062	6.427438564	6.293701542	6.413966352	6.255878353	5.938285792	6.198297695	6.081297014	6.17951105	5.672990994	5.530757457	6.524815928	6.619853147	6.436128517	6.298475035	6.30633516	6.282069075	6.067380578	6.093391153	6.355791547	6.336640446	5.48864354	5.437627248	6.061992154	5.900625333	6.326249701	5.917431755	6.491372118	6.362645218
ENSMUSG00000021577	5.994579724	5.946262984	7.40250049	7.279006914	7.110300596	6.428108883	6.826294245	6.586614642	7.025361072	7.298933193	7.034413826	7.333870928	7.531381461	7.026910691	7.25446177	6.811214118	8.173277373	7.76394266	8.185817001	8.175823967	7.897966432	7.243173983	7.150051882	8.027574304	7.953614461	7.404290064	7.42483813	7.569323991	7.400794067	7.391028727	7.740050563	7.798633802	7.676732846
ENSMUSG00000021578	4.527946099	4.748461233	4.44625623	4.347665656	4.722466024	4.537296067	4.462052319	4.408032466	4.644433152	4.283921772	4.420212891	5.399512924	5.245267467	5.343763122	5.001802243	4.708187236	4.744161096	4.523561956	5.143230135	5.073391816	4.723012396	4.314696526	4.200849575	5.131754091	5.106850796	4.902556005	4.853995647	4.566206293	4.408032466	5.30487605	4.831877241	4.43162296	5.269781238
ENSMUSG00000021579	0	0.014355293	0	0.056583528	1.14404637	0.042644337	0.014355293	0.042644337	0.176322773	0.070389328	0.097610797	0.014355293	0.014355293	0.042644337	0	0	0.014355293	0.028569152	0.028569152	0.097610797	0.201633861	0.097610797	0.097610797	0	0.014355293	0	0	0	0	0.042644337	0.176322773	0	0
ENSMUSG00000021583	2.03562391	2.15704371	4.447579197	3.894332742	3.98458935	4.657640005	4.700439718	4.198494154	4.243364426	2.805292456	3.790772038	3.673556424	3.604071324	3.173127433	3.503348735	2.941106311	3.003602237	2.577730931	2.875780063	2.969012308	2.375734539	4.09423607	4.13093087	2.788685711	2.746312766	3.148934105	2.987320866	3.935459748	4.178714641	2.629939409	2.580145484	3.831877241	3.23878686
ENSMUSG00000021585	3.883620816	3.904965719	5.406672716	5.699051844	5.568944145	5.7322692	5.660780334	5.46760555	5.854245054	4.955591792	5.409730354	5.430285273	5.413120146	5.343407822	5.403608584	5.262282806	4.879705766	4.785027362	5.101818134	5.075960413	4.670160514	5.630230716	5.632559052	5.079804755	5.027242536	5.449561375	5.462052319	5.039138394	5.308156975	4.736063628	5.153400028	5.184280294	5.18705509
ENSMUSG00000021587	1.761285273	1.891419187	2.272023189	2.053111336	1.695993813	2.849999259	4.097610797	2.99095486	3.659924558	2.887525271	3.185866545	3.84899843	3.983677695	1.275007047	2.965322548	1.516015147	2.272023189	1.974529312	1.14404637	1.10433666	0.722466024	3.244887059	3.229587923	2.153805336	2.017921908	3.204766751	3.269033146	0.678071905	0.632268215	2.358958826	5.532940288	0.963474124	1.350497247
ENSMUSG00000021589	2.811471031	2.889473543	3.879705766	3.560714954	2.849999259	3.327687364	2.833902077	2.627606838	3.655351829	3.3305584	3.184280294	3.207892852	3.025028794	2.40053793	2.485426827	4.234194723	1.769771739	4.234961095	2.316145742	2.3950628	4.300855871	2.381283373	2.289834465	2.100977648	2.124328135	3.804260116	3.762348816	4.28169825	4.211012193	2.906890596	3.462052319	4.169123281	4.294988268
ENSMUSG00000021590	0.565597176	0.799087306	0.097610797	0	0	0	0.150559677	0.545968369	0.176322773	0.124328135	0.286881148	0.454175893	0.321928095	0	0.014355293	0.084064265	0.263034406	0.485426827	0.124328135	0.163498732	0.321928095	0	0.042644337	0.22650853	0.111031312	0.070389328	0.084064265	0	0	0	0.201633861	0	0.731183242
ENSMUSG00000021591	3.854993017	3.850999395	2.5360529	2.865918815	3.64038956	4.807870078	4.705425039	5.412442825	3.627606838	3.522306893	4.465321514	4.388189537	4.386810946	3.687060688	3.478971805	4.525442506	4.025914699	3.797012978	3.6622055	3.684818738	3.701549057	5.026800059	4.975446766	3.69265037	3.671293372	2.983677695	3.054848477	1.871843649	2.140778656	3.812498225	4.476381688	2.201633861	1.214124805
ENSMUSG00000021592	2.260025656	2.392317423	3.319039816	3.037382222	3.258518925	3.200064862	3.065227623	3.152183419	4.124328135	2.680324357	3.334854269	2.459431619	2.700439718	2.859969548	3.028569152	2.63691458	1.744161096	1.678071905	2.021479727	2.032100843	1.50589093	3.114367025	3.204766751	2.592158002	2.691534165	2.815575429	2.769771739	3.099295204	3.102658131	2.403267722	2.845991771	2.859969548	2.837943242
ENSMUSG00000021594	1.339137385	1.448900951	1.659924558	1.843983844	3.114367025	1.13093087	1.570462931	1.63691458	1.555816155	2.277984747	1.839959587	2.3305584	2.301587647	1.691534165	1.416839742	2.825785627	3.379898164	3.650764559	3.107687869	3.158660175	3.613531653	1.655351829	1.327687364	2.927896454	2.89917563	3.100977648	3.111031312	3.189033824	3.09085343	3.269033146	2.416839742	3.811471031	3.282439805
ENSMUSG00000021595	3.844988157	3.786596362	5.885086225	5.458119481	6.269033146	5.047887329	4.776103988	4.409390936	5.530133184	5.712870868	5.329482431	7.352440747	7.159871337	6.253800221	6.053545818	5.802710219	7.24021891	7.121119039	7.047778295	7.03540397	6.999323578	5.122258568	5.083638879	6.311975314	6.263785614	6.367720513	6.395919659	6.497931652	6.402415217	6.376602952	5.702934532	6.813139851	6.688879711
ENSMUSG00000021596	0.056583528	0.042644337	0.028569152	1.014355293	3.09592442	3.377123749	2.983677695	3.353323291	2.189033824	0.678071905	2.386810946	0.59454855	0.163498732	1.40053793	0.839959587	1.782408565	0.137503524	0.22650853	0.163498732	0.150559677	0.321928095	3.025028794	2.976363636	0.565597176	0.50589093	0.713695815	0.40053793	0.23878686	1.627606838	0.321928095	0.286881148	0.59454855	0.432959407
ENSMUSG00000021597	2.853995647	2.541019153	1.687060688	2.163498732	2.558267634	1.929790998	2.111031312	2.207892852	3.200064862	2.073820233	2.500802053	3.169925001	3.089159132	2.523561956	2.169925001	2.865918815	2.742006211	2.648465443	3.160274831	3.155425432	2.601696516	1.891419187	1.691534165	2.976363636	3.032100843	3.324810603	3.40053793	2.678071905	2.655351829	3.488000771	2.327687364	3.184280294	3.280956314
ENSMUSG00000021598	6.515857501	6.427773762	4.483493351	4.85847839	5.46008724	5.151777655	5.335211682	5.896514054	5.351557662	5.21451341	5.515384461	5.780047576	5.762614579	5.301221805	5.282069075	6.208088008	6.382321407	6.380417773	6.366147332	6.326069892	6.357024093	5.394376945	5.421559945	5.975676038	5.895544989	5.75033852	5.704595348	5.152183419	4.869871406	6.150559677	4.988230223	5.523561956	5.403608584
ENSMUSG00000021600	0	0	0	0.056583528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042644337	0	0	0	0	0.084064265	0	0
ENSMUSG00000021604	0	0	0.650764559	0.526068812	0	0.070389328	0	0	0	0.111031312	0.042644337	0.028569152	0.028569152	0.042644337	0.014355293	0.028569152	0.028569152	0	0	0	0	0	0	0	0	0	0	0.189033824	0	0.097610797	0.084064265	0	0
ENSMUSG00000021606	7.96699564	7.921245889	5.787380222	5.993900756	7.211304286	6.134631671	6.306881946	6.552899603	5.904484098	7.115615931	6.706806799	7.232756677	7.122362117	6.062639828	6.306881946	6.906409617	8.106379729	7.79363582	8.003827078	8.077883864	7.962953828	6.589913261	6.762083004	7.429615964	7.62556274	6.417683769	6.312701473	6.653633311	6.559491813	7.682081641	7.090641752	6.799216853	6.165309016
ENSMUSG00000021607	6.797012978	6.723285505	4.815063017	4.897240426	5.316507819	5.175524601	5.054848477	5.811727898	5.267161218	5.482202926	5.56163163	5.908572759	5.85124932	4.550900665	5.036063689	5.975676038	6.632268215	6.559950613	6.621172753	6.634593268	6.465811254	5.168321116	5.273142859	5.66732447	5.650190123	5.123500664	5.002252452	5.096346199	5.239550797	5.803227036	5.221490455	4.860962798	5.03562391
ENSMUSG00000021608	2.427606173	2.298658316	4.153805336	4.365972428	2.17951105	3.781359714	3.816599707	3.016139703	2.3950628	3.443606651	3.080657663	3.550900665	3.576522138	3.03562391	3.192194165	2.464668267	3.523561956	3.379898164	3.042644337	2.86393845	3.132576843	3.220329955	3.253989266	2.825785627	2.889473543	3.298658316	3.282439805	2.956056652	3.703765179	2.555816155	3.772941338	2.801158656	2.182692298
ENSMUSG00000021609	0	0	0	0	0	0	0	0	0.014355293	0	0.014355293	0	0	0	0.014355293	0	0	0	0.014355293	0.028569152	0.014355293	0.014355293	0.028569152	0	0	0.014355293	0.014355293	0	0	0	0	0	0
ENSMUSG00000021610	5.269781238	5.214124805	6.382667253	6.399512924	6.497612366	6.519007148	6.435128498	6.556122818	6.257576418	6.348728154	6.406672716	6.522149933	6.595742339	5.479941901	5.184677021	6.517590658	3.973611276	6.73714592	3.510961919	3.473786912	6.656067274	4.57167681	4.537917249	3.797012978	3.752748591	5.988002938	5.991635216	6.83541884	6.760487102	6.330020516	6.058965822	6.828199968	6.836176625
ENSMUSG00000021611	0	0	0.310340121	0	0.163498732	0	0.344828497	0	0.028569152	0.214124805	0.097610797	0	0	0	0.111031312	0.056583528	0.097610797	0.084064265	0.286881148	0.310340121	0.286881148	0.214124805	0.201633861	0.176322773	0.23878686	0.163498732	0.137503524	0.739848103	0.584962501	0.028569152	0.097610797	0.042644337	0
ENSMUSG00000021612	0.111031312	0.163498732	0	0	0	0	0	0.014355293	0	0.028569152	0.014355293	0	0	0	0	0	0	0	0.014355293	0	0	0.014355293	0.042644337	0	0	0	0	0	0	0	0	0	0
